,Unnamed: 0,Date,Post
1569,1569,2012-06-04,68
5755,5755,2012-06-04,51
1387,1387,2012-06-04,62
5573,5573,2012-06-04,69
8121,8121,2012-06-04,49
1751,1751,2012-06-04,65
2297,2297,2012-06-04,48
3753,3753,2012-06-04,69
3571,3571,2012-06-04,50
7575,7575,2012-06-04,65
659,659,2012-06-04,67
5027,5027,2012-06-04,64
3025,3025,2012-06-04,43
2661,2661,2012-06-04,40
4299,4299,2012-06-04,45
6119,6119,2012-06-04,54
2843,2843,2012-06-04,48
3389,3389,2012-06-04,40
4845,4845,2012-06-04,48
7939,7939,2012-06-04,48
7393,7393,2012-06-04,48
113,113,2012-06-04,70
5391,5391,2012-06-04,69
6847,6847,2012-06-04,64
6483,6483,2012-06-04,73
295,295,2012-06-04,68
4117,4117,2012-06-04,37
6665,6665,2012-06-04,73
4481,4481,2012-06-04,44
7211,7211,2012-06-04,36
3207,3207,2012-06-04,43
2479,2479,2012-06-04,49
7029,7029,2012-06-04,73
5937,5937,2012-06-04,70
4663,4663,2012-06-04,33
1933,1933,2012-06-04,74
6301,6301,2012-06-04,48
1205,1205,2012-06-04,44
477,477,2012-06-04,73
3935,3935,2012-06-04,46
841,841,2012-06-04,70
7757,7757,2012-06-04,64
2115,2115,2012-06-04,64
1023,1023,2012-06-04,71
5209,5209,2012-06-04,46
6314,6314,2012-06-07,82
2128,2128,2012-06-07,89
3402,3402,2012-06-07,76
7224,7224,2012-06-07,69
3038,3038,2012-06-07,68
126,126,2012-06-07,81
6132,6132,2012-06-07,77
8134,8134,2012-06-07,82
7770,7770,2012-06-07,82
4130,4130,2012-06-07,70
4494,4494,2012-06-07,75
5768,5768,2012-06-07,78
490,490,2012-06-07,83
5950,5950,2012-06-07,93
4312,4312,2012-06-07,77
1582,1582,2012-06-07,84
2492,2492,2012-06-07,82
2310,2310,2012-06-07,79
6496,6496,2012-06-07,81
308,308,2012-06-07,84
5404,5404,2012-06-07,85
1764,1764,2012-06-07,86
4676,4676,2012-06-07,64
854,854,2012-06-07,82
7952,7952,2012-06-07,79
6678,6678,2012-06-07,81
672,672,2012-06-07,80
7406,7406,2012-06-07,74
5222,5222,2012-06-07,77
4858,4858,2012-06-07,82
3220,3220,2012-06-07,76
1036,1036,2012-06-07,82
3766,3766,2012-06-07,85
1946,1946,2012-06-07,83
3948,3948,2012-06-07,77
2674,2674,2012-06-07,74
2856,2856,2012-06-07,70
3584,3584,2012-06-07,79
7042,7042,2012-06-07,81
5040,5040,2012-06-07,89
1400,1400,2012-06-07,81
5586,5586,2012-06-07,85
7588,7588,2012-06-07,86
6860,6860,2012-06-07,89
1218,1218,2012-06-07,64
5583,5583,2012-06-15,81
1579,1579,2012-06-15,82
7403,7403,2012-06-15,64
851,851,2012-06-15,81
5037,5037,2012-06-15,85
487,487,2012-06-15,84
669,669,2012-06-15,80
2125,2125,2012-06-15,85
3399,3399,2012-06-15,68
3217,3217,2012-06-15,66
4673,4673,2012-06-15,57
305,305,2012-06-15,80
4855,4855,2012-06-15,69
4127,4127,2012-06-15,64
5765,5765,2012-06-15,70
4491,4491,2012-06-15,68
4309,4309,2012-06-15,68
8131,8131,2012-06-15,71
7585,7585,2012-06-15,88
1761,1761,2012-06-15,88
7949,7949,2012-06-15,65
6129,6129,2012-06-15,76
1033,1033,2012-06-15,82
5219,5219,2012-06-15,66
3763,3763,2012-06-15,81
6675,6675,2012-06-15,82
2671,2671,2012-06-15,67
3945,3945,2012-06-15,66
1943,1943,2012-06-15,84
2853,2853,2012-06-15,65
7221,7221,2012-06-15,63
3035,3035,2012-06-15,56
1397,1397,2012-06-15,77
6857,6857,2012-06-15,85
7767,7767,2012-06-15,87
2489,2489,2012-06-15,71
7039,7039,2012-06-15,81
123,123,2012-06-15,79
2307,2307,2012-06-15,65
6493,6493,2012-06-15,82
1215,1215,2012-06-15,59
3581,3581,2012-06-15,71
5401,5401,2012-06-15,81
6311,6311,2012-06-15,69
5947,5947,2012-06-15,92
7040,7040,2012-06-22,79
5038,5038,2012-06-22,91
6676,6676,2012-06-22,80
852,852,2012-06-22,80
2490,2490,2012-06-22,74
1398,1398,2012-06-22,78
3582,3582,2012-06-22,76
8132,8132,2012-06-22,74
3218,3218,2012-06-22,70
4674,4674,2012-06-22,63
3764,3764,2012-06-22,81
3036,3036,2012-06-22,62
6858,6858,2012-06-22,91
1944,1944,2012-06-22,83
4856,4856,2012-06-22,73
2672,2672,2012-06-22,74
2126,2126,2012-06-22,91
1034,1034,2012-06-22,81
488,488,2012-06-22,82
7404,7404,2012-06-22,66
7950,7950,2012-06-22,72
1216,1216,2012-06-22,63
7586,7586,2012-06-22,89
1762,1762,2012-06-22,89
5948,5948,2012-06-22,95
3946,3946,2012-06-22,70
5220,5220,2012-06-22,70
124,124,2012-06-22,78
6130,6130,2012-06-22,78
6494,6494,2012-06-22,80
5584,5584,2012-06-22,81
306,306,2012-06-22,81
4310,4310,2012-06-22,72
670,670,2012-06-22,81
5766,5766,2012-06-22,74
3400,3400,2012-06-22,75
4492,4492,2012-06-22,73
4128,4128,2012-06-22,71
6312,6312,2012-06-22,73
1580,1580,2012-06-22,81
7768,7768,2012-06-22,87
5402,5402,2012-06-22,81
7222,7222,2012-06-22,69
2854,2854,2012-06-22,70
2308,2308,2012-06-22,72
489,489,2012-06-29,86
2491,2491,2012-06-29,75
5949,5949,2012-06-29,98
1399,1399,2012-06-29,84
2127,2127,2012-06-29,90
7769,7769,2012-06-29,89
7405,7405,2012-06-29,76
1763,1763,2012-06-29,91
853,853,2012-06-29,87
671,671,2012-06-29,84
7223,7223,2012-06-29,64
5767,5767,2012-06-29,81
7041,7041,2012-06-29,85
1581,1581,2012-06-29,87
2309,2309,2012-06-29,82
6495,6495,2012-06-29,86
125,125,2012-06-29,84
6859,6859,2012-06-29,90
307,307,2012-06-29,86
1217,1217,2012-06-29,68
1035,1035,2012-06-29,87
6677,6677,2012-06-29,86
7951,7951,2012-06-29,82
7587,7587,2012-06-29,91
8133,8133,2012-06-29,75
6313,6313,2012-06-29,73
1945,1945,2012-06-29,87
6131,6131,2012-06-29,81
3583,3583,2012-06-29,74
3219,3219,2012-06-29,70
3401,3401,2012-06-29,69
5039,5039,2012-06-29,90
4311,4311,2012-06-29,70
3947,3947,2012-06-29,70
5585,5585,2012-06-29,88
2673,2673,2012-06-29,68
5221,5221,2012-06-29,70
4857,4857,2012-06-29,73
4493,4493,2012-06-29,69
5403,5403,2012-06-29,88
3037,3037,2012-06-29,71
3765,3765,2012-06-29,88
4675,4675,2012-06-29,60
4129,4129,2012-06-29,64
2855,2855,2012-06-29,77
4867,4867,2012-07-09,76
5959,5959,2012-07-09,92
4321,4321,2012-07-09,72
2137,2137,2012-07-09,88
4139,4139,2012-07-09,66
8143,8143,2012-07-09,75
5777,5777,2012-07-09,72
499,499,2012-07-09,84
4685,4685,2012-07-09,61
6869,6869,2012-07-09,88
3775,3775,2012-07-09,88
7233,7233,2012-07-09,65
3047,3047,2012-07-09,61
7415,7415,2012-07-09,67
317,317,2012-07-09,87
1591,1591,2012-07-09,87
7961,7961,2012-07-09,70
5595,5595,2012-07-09,88
7051,7051,2012-07-09,83
6505,6505,2012-07-09,84
5413,5413,2012-07-09,88
681,681,2012-07-09,82
2683,2683,2012-07-09,71
1955,1955,2012-07-09,85
6323,6323,2012-07-09,76
3957,3957,2012-07-09,73
1227,1227,2012-07-09,57
5231,5231,2012-07-09,73
7597,7597,2012-07-09,83
3593,3593,2012-07-09,76
6141,6141,2012-07-09,78
6687,6687,2012-07-09,84
2501,2501,2012-07-09,75
4503,4503,2012-07-09,72
2865,2865,2012-07-09,60
863,863,2012-07-09,86
3229,3229,2012-07-09,71
3411,3411,2012-07-09,72
7779,7779,2012-07-09,84
135,135,2012-07-09,83
5049,5049,2012-07-09,88
1773,1773,2012-07-09,83
1045,1045,2012-07-09,86
1409,1409,2012-07-09,80
2319,2319,2012-07-09,70
7064,7064,2012-07-12,67
5608,5608,2012-07-12,64
694,694,2012-07-12,53
3788,3788,2012-07-12,64
7428,7428,2012-07-12,41
6154,6154,2012-07-12,46
1240,1240,2012-07-12,34
1422,1422,2012-07-12,53
2696,2696,2012-07-12,40
7792,7792,2012-07-12,57
4152,4152,2012-07-12,35
3606,3606,2012-07-12,48
2332,2332,2012-07-12,43
330,330,2012-07-12,64
4698,4698,2012-07-12,32
512,512,2012-07-12,65
5790,5790,2012-07-12,44
1968,1968,2012-07-12,66
148,148,2012-07-12,64
3424,3424,2012-07-12,43
876,876,2012-07-12,66
2878,2878,2012-07-12,34
7610,7610,2012-07-12,61
4880,4880,2012-07-12,44
7974,7974,2012-07-12,43
6518,6518,2012-07-12,68
4516,4516,2012-07-12,44
8156,8156,2012-07-12,45
6700,6700,2012-07-12,68
1604,1604,2012-07-12,61
5972,5972,2012-07-12,62
4334,4334,2012-07-12,38
6882,6882,2012-07-12,57
3970,3970,2012-07-12,42
5062,5062,2012-07-12,57
2514,2514,2012-07-12,45
5244,5244,2012-07-12,42
1058,1058,2012-07-12,64
3242,3242,2012-07-12,37
2150,2150,2012-07-12,57
1786,1786,2012-07-12,61
3060,3060,2012-07-12,38
5426,5426,2012-07-12,64
7246,7246,2012-07-12,31
6336,6336,2012-07-12,44
4495,4495,2012-07-13,73
3221,3221,2012-07-13,75
7589,7589,2012-07-13,89
2493,2493,2012-07-13,79
673,673,2012-07-13,76
3403,3403,2012-07-13,73
6133,6133,2012-07-13,74
7407,7407,2012-07-13,67
1219,1219,2012-07-13,64
5223,5223,2012-07-13,75
1765,1765,2012-07-13,89
3767,3767,2012-07-13,82
3949,3949,2012-07-13,75
491,491,2012-07-13,82
1583,1583,2012-07-13,82
6315,6315,2012-07-13,78
1401,1401,2012-07-13,78
4677,4677,2012-07-13,64
7225,7225,2012-07-13,67
6861,6861,2012-07-13,95
4131,4131,2012-07-13,69
127,127,2012-07-13,77
855,855,2012-07-13,80
2311,2311,2012-07-13,83
3039,3039,2012-07-13,72
2129,2129,2012-07-13,95
5041,5041,2012-07-13,95
309,309,2012-07-13,80
6497,6497,2012-07-13,78
5587,5587,2012-07-13,82
1037,1037,2012-07-13,80
8135,8135,2012-07-13,79
4313,4313,2012-07-13,75
7771,7771,2012-07-13,78
7953,7953,2012-07-13,83
5769,5769,2012-07-13,71
5951,5951,2012-07-13,97
7043,7043,2012-07-13,78
2675,2675,2012-07-13,72
3585,3585,2012-07-13,78
2857,2857,2012-07-13,70
4859,4859,2012-07-13,78
6679,6679,2012-07-13,78
1947,1947,2012-07-13,82
5405,5405,2012-07-13,82
6680,6680,2012-07-20,81
3586,3586,2012-07-20,76
7408,7408,2012-07-20,74
7044,7044,2012-07-20,80
2858,2858,2012-07-20,68
310,310,2012-07-20,83
4678,4678,2012-07-20,66
3950,3950,2012-07-20,76
7954,7954,2012-07-20,75
2130,2130,2012-07-20,85
5406,5406,2012-07-20,84
2312,2312,2012-07-20,75
5952,5952,2012-07-20,91
5224,5224,2012-07-20,76
1584,1584,2012-07-20,83
6134,6134,2012-07-20,77
2676,2676,2012-07-20,75
3404,3404,2012-07-20,76
856,856,2012-07-20,81
3040,3040,2012-07-20,70
6862,6862,2012-07-20,85
128,128,2012-07-20,80
674,674,2012-07-20,79
4860,4860,2012-07-20,78
5770,5770,2012-07-20,77
7772,7772,2012-07-20,83
5588,5588,2012-07-20,84
6498,6498,2012-07-20,81
5042,5042,2012-07-20,85
1402,1402,2012-07-20,79
3222,3222,2012-07-20,77
4132,4132,2012-07-20,71
1948,1948,2012-07-20,82
1038,1038,2012-07-20,81
8136,8136,2012-07-20,78
2494,2494,2012-07-20,78
3768,3768,2012-07-20,84
1220,1220,2012-07-20,62
6316,6316,2012-07-20,78
7590,7590,2012-07-20,84
4496,4496,2012-07-20,74
1766,1766,2012-07-20,84
492,492,2012-07-20,81
4314,4314,2012-07-20,76
7226,7226,2012-07-20,70
5407,5407,2012-07-27,88
5225,5225,2012-07-27,73
7773,7773,2012-07-27,82
7227,7227,2012-07-27,67
4861,4861,2012-07-27,76
2677,2677,2012-07-27,73
4679,4679,2012-07-27,64
5043,5043,2012-07-27,93
3223,3223,2012-07-27,72
2131,2131,2012-07-27,93
5771,5771,2012-07-27,77
5953,5953,2012-07-27,93
311,311,2012-07-27,86
857,857,2012-07-27,85
675,675,2012-07-27,81
8137,8137,2012-07-27,77
1039,1039,2012-07-27,85
3769,3769,2012-07-27,88
493,493,2012-07-27,84
5589,5589,2012-07-27,88
6863,6863,2012-07-27,93
1949,1949,2012-07-27,85
6681,6681,2012-07-27,84
7955,7955,2012-07-27,80
6317,6317,2012-07-27,76
1221,1221,2012-07-27,64
7591,7591,2012-07-27,83
1403,1403,2012-07-27,81
3405,3405,2012-07-27,74
4497,4497,2012-07-27,72
3041,3041,2012-07-27,74
1585,1585,2012-07-27,86
2859,2859,2012-07-27,69
2313,2313,2012-07-27,80
4315,4315,2012-07-27,73
2495,2495,2012-07-27,77
6135,6135,2012-07-27,77
7409,7409,2012-07-27,73
3587,3587,2012-07-27,74
129,129,2012-07-27,82
6499,6499,2012-07-27,84
7045,7045,2012-07-27,82
3951,3951,2012-07-27,73
1767,1767,2012-07-27,83
4133,4133,2012-07-27,69
5946,5946,2012-08-06,90
4126,4126,2012-08-06,56
850,850,2012-08-06,81
6674,6674,2012-08-06,81
1032,1032,2012-08-06,80
3580,3580,2012-08-06,62
7402,7402,2012-08-06,65
4672,4672,2012-08-06,49
486,486,2012-08-06,81
3944,3944,2012-08-06,61
7220,7220,2012-08-06,55
5218,5218,2012-08-06,61
122,122,2012-08-06,78
1214,1214,2012-08-06,63
3398,3398,2012-08-06,60
6310,6310,2012-08-06,64
8130,8130,2012-08-06,64
2488,2488,2012-08-06,64
304,304,2012-08-06,78
7766,7766,2012-08-06,85
1396,1396,2012-08-06,74
3034,3034,2012-08-06,60
1942,1942,2012-08-06,82
2124,2124,2012-08-06,84
6856,6856,2012-08-06,84
7948,7948,2012-08-06,68
1760,1760,2012-08-06,86
4490,4490,2012-08-06,58
7584,7584,2012-08-06,86
668,668,2012-08-06,78
5400,5400,2012-08-06,79
3762,3762,2012-08-06,79
5582,5582,2012-08-06,79
5764,5764,2012-08-06,71
2670,2670,2012-08-06,59
3216,3216,2012-08-06,59
4854,4854,2012-08-06,64
6128,6128,2012-08-06,75
6492,6492,2012-08-06,81
1578,1578,2012-08-06,78
4308,4308,2012-08-06,59
5036,5036,2012-08-06,84
7038,7038,2012-08-06,81
2306,2306,2012-08-06,68
2852,2852,2012-08-06,65
2680,2680,2012-08-17,70
1588,1588,2012-08-17,86
2862,2862,2012-08-17,62
2134,2134,2012-08-17,94
4136,4136,2012-08-17,69
3226,3226,2012-08-17,73
7230,7230,2012-08-17,69
5228,5228,2012-08-17,74
6320,6320,2012-08-17,76
1770,1770,2012-08-17,88
6684,6684,2012-08-17,85
1406,1406,2012-08-17,81
3408,3408,2012-08-17,69
7412,7412,2012-08-17,65
7776,7776,2012-08-17,85
2316,2316,2012-08-17,79
3954,3954,2012-08-17,74
5774,5774,2012-08-17,70
4682,4682,2012-08-17,65
5956,5956,2012-08-17,96
678,678,2012-08-17,81
3590,3590,2012-08-17,69
6138,6138,2012-08-17,77
5410,5410,2012-08-17,85
132,132,2012-08-17,84
1224,1224,2012-08-17,59
6502,6502,2012-08-17,85
5046,5046,2012-08-17,94
1952,1952,2012-08-17,87
7048,7048,2012-08-17,84
4318,4318,2012-08-17,72
4500,4500,2012-08-17,66
2498,2498,2012-08-17,75
6866,6866,2012-08-17,94
3044,3044,2012-08-17,70
7958,7958,2012-08-17,79
1042,1042,2012-08-17,87
314,314,2012-08-17,84
496,496,2012-08-17,87
3772,3772,2012-08-17,85
7594,7594,2012-08-17,88
860,860,2012-08-17,87
8140,8140,2012-08-17,75
4864,4864,2012-08-17,76
5592,5592,2012-08-17,85
1225,1225,2012-08-24,59
6321,6321,2012-08-24,72
6139,6139,2012-08-24,72
2863,2863,2012-08-24,61
5047,5047,2012-08-24,85
7777,7777,2012-08-24,81
6685,6685,2012-08-24,81
5229,5229,2012-08-24,70
861,861,2012-08-24,79
4865,4865,2012-08-24,72
4319,4319,2012-08-24,68
1589,1589,2012-08-24,77
6867,6867,2012-08-24,85
4683,4683,2012-08-24,62
5411,5411,2012-08-24,77
679,679,2012-08-24,75
497,497,2012-08-24,83
7231,7231,2012-08-24,63
1953,1953,2012-08-24,83
1771,1771,2012-08-24,82
2135,2135,2012-08-24,85
315,315,2012-08-24,76
8141,8141,2012-08-24,72
3773,3773,2012-08-24,77
5593,5593,2012-08-24,77
5775,5775,2012-08-24,70
6503,6503,2012-08-24,81
4137,4137,2012-08-24,64
133,133,2012-08-24,77
2317,2317,2012-08-24,77
7413,7413,2012-08-24,69
1043,1043,2012-08-24,79
3409,3409,2012-08-24,66
5957,5957,2012-08-24,89
7595,7595,2012-08-24,82
1407,1407,2012-08-24,73
7959,7959,2012-08-24,77
3227,3227,2012-08-24,68
7049,7049,2012-08-24,80
2499,2499,2012-08-24,72
3591,3591,2012-08-24,68
4501,4501,2012-08-24,64
3045,3045,2012-08-24,68
3955,3955,2012-08-24,70
2681,2681,2012-08-24,66
862,862,2012-08-31,84
6140,6140,2012-08-31,75
3956,3956,2012-08-31,71
2318,2318,2012-08-31,79
2864,2864,2012-08-31,64
2682,2682,2012-08-31,71
7414,7414,2012-08-31,71
3046,3046,2012-08-31,68
316,316,2012-08-31,82
1590,1590,2012-08-31,80
7050,7050,2012-08-31,83
7596,7596,2012-08-31,86
134,134,2012-08-31,80
1408,1408,2012-08-31,75
4502,4502,2012-08-31,68
1226,1226,2012-08-31,60
5230,5230,2012-08-31,71
2500,2500,2012-08-31,75
6322,6322,2012-08-31,75
1044,1044,2012-08-31,83
3228,3228,2012-08-31,70
4320,4320,2012-08-31,71
4866,4866,2012-08-31,75
8142,8142,2012-08-31,75
680,680,2012-08-31,76
5048,5048,2012-08-31,89
6504,6504,2012-08-31,84
1954,1954,2012-08-31,86
5594,5594,2012-08-31,83
4138,4138,2012-08-31,68
3774,3774,2012-08-31,83
5776,5776,2012-08-31,76
7778,7778,2012-08-31,81
7232,7232,2012-08-31,66
498,498,2012-08-31,85
5412,5412,2012-08-31,83
3592,3592,2012-08-31,72
2136,2136,2012-08-31,89
4684,4684,2012-08-31,63
1772,1772,2012-08-31,86
5958,5958,2012-08-31,94
6868,6868,2012-08-31,89
7960,7960,2012-08-31,79
3410,3410,2012-08-31,71
6686,6686,2012-08-31,84
7207,7207,2012-09-03,30
2293,2293,2012-09-03,38
655,655,2012-09-03,53
6115,6115,2012-09-03,42
1747,1747,2012-09-03,57
7025,7025,2012-09-03,61
2839,2839,2012-09-03,28
2657,2657,2012-09-03,36
8117,8117,2012-09-03,45
6843,6843,2012-09-03,54
4113,4113,2012-09-03,33
3749,3749,2012-09-03,57
1019,1019,2012-09-03,57
4295,4295,2012-09-03,41
5023,5023,2012-09-03,54
6479,6479,2012-09-03,63
1201,1201,2012-09-03,30
4841,4841,2012-09-03,44
109,109,2012-09-03,58
7571,7571,2012-09-03,57
7935,7935,2012-09-03,38
4659,4659,2012-09-03,29
6661,6661,2012-09-03,63
5569,5569,2012-09-03,57
7389,7389,2012-09-03,35
5751,5751,2012-09-03,39
3385,3385,2012-09-03,38
5205,5205,2012-09-03,41
473,473,2012-09-03,60
291,291,2012-09-03,57
3567,3567,2012-09-03,41
837,837,2012-09-03,57
5933,5933,2012-09-03,62
1565,1565,2012-09-03,54
1929,1929,2012-09-03,61
4477,4477,2012-09-03,37
5387,5387,2012-09-03,57
3203,3203,2012-09-03,38
3931,3931,2012-09-03,41
7753,7753,2012-09-03,54
2475,2475,2012-09-03,45
6297,6297,2012-09-03,44
2111,2111,2012-09-03,54
3021,3021,2012-09-03,32
1383,1383,2012-09-03,49
2146,2146,2012-09-11,65
6150,6150,2012-09-11,52
7060,7060,2012-09-11,66
7970,7970,2012-09-11,50
5058,5058,2012-09-11,65
1782,1782,2012-09-11,70
5786,5786,2012-09-11,46
5968,5968,2012-09-11,71
6696,6696,2012-09-11,68
7606,7606,2012-09-11,70
4512,4512,2012-09-11,34
3420,3420,2012-09-11,36
3966,3966,2012-09-11,40
5422,5422,2012-09-11,63
1054,1054,2012-09-11,66
4330,4330,2012-09-11,38
4694,4694,2012-09-11,32
1418,1418,2012-09-11,58
3602,3602,2012-09-11,37
5240,5240,2012-09-11,40
872,872,2012-09-11,64
3784,3784,2012-09-11,63
4876,4876,2012-09-11,41
2510,2510,2012-09-11,41
7788,7788,2012-09-11,64
1964,1964,2012-09-11,68
6514,6514,2012-09-11,68
690,690,2012-09-11,59
2692,2692,2012-09-11,36
6332,6332,2012-09-11,41
8152,8152,2012-09-11,41
1600,1600,2012-09-11,63
144,144,2012-09-11,61
4148,4148,2012-09-11,33
326,326,2012-09-11,61
3238,3238,2012-09-11,37
2874,2874,2012-09-11,39
6878,6878,2012-09-11,65
7242,7242,2012-09-11,34
7424,7424,2012-09-11,45
3056,3056,2012-09-11,42
1236,1236,2012-09-11,36
508,508,2012-09-11,68
2328,2328,2012-09-11,50
5604,5604,2012-09-11,63
1774,1774,2012-09-14,78
8144,8144,2012-09-14,67
6870,6870,2012-09-14,83
682,682,2012-09-14,68
5050,5050,2012-09-14,83
2502,2502,2012-09-14,67
1046,1046,2012-09-14,76
4140,4140,2012-09-14,61
6506,6506,2012-09-14,78
4322,4322,2012-09-14,64
5778,5778,2012-09-14,64
3230,3230,2012-09-14,64
7780,7780,2012-09-14,73
6324,6324,2012-09-14,68
1410,1410,2012-09-14,67
6688,6688,2012-09-14,78
1956,1956,2012-09-14,79
4868,4868,2012-09-14,68
5596,5596,2012-09-14,76
3412,3412,2012-09-14,65
2320,2320,2012-09-14,68
3776,3776,2012-09-14,76
3048,3048,2012-09-14,59
5232,5232,2012-09-14,66
2684,2684,2012-09-14,65
2866,2866,2012-09-14,56
7234,7234,2012-09-14,59
5960,5960,2012-09-14,83
6142,6142,2012-09-14,64
318,318,2012-09-14,75
7416,7416,2012-09-14,59
7962,7962,2012-09-14,68
4504,4504,2012-09-14,60
7598,7598,2012-09-14,78
864,864,2012-09-14,76
4686,4686,2012-09-14,57
500,500,2012-09-14,78
7052,7052,2012-09-14,76
2138,2138,2012-09-14,83
3958,3958,2012-09-14,66
1592,1592,2012-09-14,73
5414,5414,2012-09-14,76
3594,3594,2012-09-14,64
136,136,2012-09-14,74
1228,1228,2012-09-14,53
5233,5233,2012-09-21,63
3777,3777,2012-09-21,71
683,683,2012-09-21,68
1593,1593,2012-09-21,69
2685,2685,2012-09-21,60
5415,5415,2012-09-21,71
6325,6325,2012-09-21,66
7053,7053,2012-09-21,73
7235,7235,2012-09-21,54
4323,4323,2012-09-21,61
8145,8145,2012-09-21,65
319,319,2012-09-21,71
7417,7417,2012-09-21,59
4687,4687,2012-09-21,52
4869,4869,2012-09-21,66
7963,7963,2012-09-21,67
6689,6689,2012-09-21,75
865,865,2012-09-21,71
6507,6507,2012-09-21,75
2139,2139,2012-09-21,82
1047,1047,2012-09-21,70
501,501,2012-09-21,72
1229,1229,2012-09-21,51
4141,4141,2012-09-21,56
6871,6871,2012-09-21,82
137,137,2012-09-21,69
7599,7599,2012-09-21,81
1775,1775,2012-09-21,81
5051,5051,2012-09-21,82
5961,5961,2012-09-21,86
3231,3231,2012-09-21,60
5779,5779,2012-09-21,63
6143,6143,2012-09-21,66
7781,7781,2012-09-21,75
2503,2503,2012-09-21,65
3595,3595,2012-09-21,60
4505,4505,2012-09-21,57
2867,2867,2012-09-21,56
1411,1411,2012-09-21,66
1957,1957,2012-09-21,73
2321,2321,2012-09-21,67
3413,3413,2012-09-21,60
3049,3049,2012-09-21,58
5597,5597,2012-09-21,71
3959,3959,2012-09-21,63
4870,4870,2012-09-28,64
684,684,2012-09-28,71
2504,2504,2012-09-28,64
1230,1230,2012-09-28,50
1048,1048,2012-09-28,77
866,866,2012-09-28,78
3232,3232,2012-09-28,58
3960,3960,2012-09-28,62
5052,5052,2012-09-28,81
5234,5234,2012-09-28,62
1594,1594,2012-09-28,76
5962,5962,2012-09-28,86
502,502,2012-09-28,77
6144,6144,2012-09-28,67
2868,2868,2012-09-28,51
3050,3050,2012-09-28,57
2322,2322,2012-09-28,64
7600,7600,2012-09-28,82
4506,4506,2012-09-28,54
2686,2686,2012-09-28,57
7236,7236,2012-09-28,50
320,320,2012-09-28,79
7418,7418,2012-09-28,56
7054,7054,2012-09-28,78
7964,7964,2012-09-28,64
5416,5416,2012-09-28,80
3778,3778,2012-09-28,80
138,138,2012-09-28,76
6326,6326,2012-09-28,64
4142,4142,2012-09-28,53
5598,5598,2012-09-28,80
3414,3414,2012-09-28,56
1958,1958,2012-09-28,77
3596,3596,2012-09-28,58
1776,1776,2012-09-28,82
6690,6690,2012-09-28,79
6508,6508,2012-09-28,79
5780,5780,2012-09-28,60
2140,2140,2012-09-28,81
7782,7782,2012-09-28,77
1412,1412,2012-09-28,71
4324,4324,2012-09-28,58
4688,4688,2012-09-28,50
6872,6872,2012-09-28,81
8146,8146,2012-09-28,64
3017,3017,2012-10-02,23
1743,1743,2012-10-02,55
3745,3745,2012-10-02,46
7567,7567,2012-10-02,55
6475,6475,2012-10-02,54
651,651,2012-10-02,33
5201,5201,2012-10-02,35
4473,4473,2012-10-02,32
1379,1379,2012-10-02,35
1197,1197,2012-10-02,18
4109,4109,2012-10-02,26
6657,6657,2012-10-02,54
5019,5019,2012-10-02,52
4837,4837,2012-10-02,37
4655,4655,2012-10-02,23
7385,7385,2012-10-02,22
5747,5747,2012-10-02,23
833,833,2012-10-02,48
5565,5565,2012-10-02,46
2835,2835,2012-10-02,23
8113,8113,2012-10-02,37
6111,6111,2012-10-02,36
5383,5383,2012-10-02,46
1015,1015,2012-10-02,48
2107,2107,2012-10-02,52
7931,7931,2012-10-02,33
6839,6839,2012-10-02,52
3927,3927,2012-10-02,35
287,287,2012-10-02,46
3381,3381,2012-10-02,32
105,105,2012-10-02,48
4291,4291,2012-10-02,33
7021,7021,2012-10-02,52
3563,3563,2012-10-02,33
3199,3199,2012-10-02,32
1925,1925,2012-10-02,52
2653,2653,2012-10-02,31
7203,7203,2012-10-02,23
7749,7749,2012-10-02,46
6293,6293,2012-10-02,37
1561,1561,2012-10-02,44
2289,2289,2012-10-02,33
5929,5929,2012-10-02,59
2471,2471,2012-10-02,37
469,469,2012-10-02,51
5591,5591,2012-10-08,89
2497,2497,2012-10-08,78
6319,6319,2012-10-08,78
1587,1587,2012-10-08,88
4681,4681,2012-10-08,67
2679,2679,2012-10-08,73
5773,5773,2012-10-08,75
859,859,2012-10-08,86
8139,8139,2012-10-08,78
1223,1223,2012-10-08,63
3589,3589,2012-10-08,75
3953,3953,2012-10-08,76
7047,7047,2012-10-08,83
1769,1769,2012-10-08,90
4499,4499,2012-10-08,71
3043,3043,2012-10-08,73
2133,2133,2012-10-08,95
5227,5227,2012-10-08,76
3407,3407,2012-10-08,74
6683,6683,2012-10-08,84
5409,5409,2012-10-08,89
6137,6137,2012-10-08,78
2861,2861,2012-10-08,70
1405,1405,2012-10-08,83
1951,1951,2012-10-08,86
5955,5955,2012-10-08,100
1041,1041,2012-10-08,87
5045,5045,2012-10-08,95
677,677,2012-10-08,83
4863,4863,2012-10-08,78
3771,3771,2012-10-08,89
4317,4317,2012-10-08,75
7775,7775,2012-10-08,86
6865,6865,2012-10-08,95
7957,7957,2012-10-08,81
131,131,2012-10-08,85
2315,2315,2012-10-08,81
4135,4135,2012-10-08,71
3225,3225,2012-10-08,75
7229,7229,2012-10-08,70
6501,6501,2012-10-08,84
7411,7411,2012-10-08,71
7593,7593,2012-10-08,90
495,495,2012-10-08,85
313,313,2012-10-08,88
3963,3963,2012-10-19,55
